paper_id,model_version,prompt_version,input_source,predicted_label,raw_output,elapsed_sec,error,is_fewshot_example,run_timestamp
198,llama3.1:8b,V2.1,abstract,AI,"REASONING: 
1. The technical methods described in the text include HLA–peptide binding models, T cell receptor (TCR)–epitope models, deep learning models for HLA imputation, and AI-enabled transplant decision support systems.
2. The primary contribution of the paper appears to be the integration of emerging biology with AI innovations to accelerate safe clinical translation in immunogenomics, particularly in transplantation, infectious diseases, inflammatory disease, and cancer therapy.
3. While the paper mentions machine learning (ML) as a broader category that includes deep learning (DL), the core method described is not a neural network architecture but rather an application of ML/DL techniques to HLA imputation and transplant decision support.

CATEGORY: AI",6.4,,False,2026-08-09T19:18:31
199,llama3.1:8b,V2.1,abstract,DL,"REASONING: The abstract describes a study that uses machine learning (ML) for classification, quantitative Read-Across Structure-Activity Relationship (qRASAR), and develops an open-access eXplainable AI (XAI) platform named ""KidneyTox_v1.0"". The primary contribution of the paper is the development of this XAI platform, which incorporates ML methods.

CATEGORY: DL",3.73,,False,2026-08-09T19:18:35
200,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses the application of artificial intelligence (AI) techniques in carbon capture and utilization (CCU) technologies to improve efficiency and effectiveness. The paper focuses on a patent analysis of AI's role in CCU, highlighting innovation trends, contributors, and emerging technical applications.

CATEGORY: ML",2.95,,False,2026-08-09T19:18:38
201,llama3.1:8b,V2.1,missing,NO_INPUT,,0.0,no abstract available (no fallback columns in this sheet),False,2026-08-09T19:18:38
202,llama3.1:8b,V2.1,abstract,ML,"**Step 1: Identify the technical methods described in the text**

The technical methods mentioned in the abstract are:

* Machine learning models (RF, XGBoost, ANN)
* Stacking ensemble framework
* Hybrid stacking ensemble model
* Random Forest (RF) algorithm
* Extreme Gradient Boosting (XGBoost) algorithm
* Artificial Neural Network (ANN) architecture

**Step 2: Determine which method represents the paper's primary contribution**

The primary contribution of this paper is the development and application of a novel hybrid stacking ensemble model for predicting the flexural strength of aluminium fibre reinforced concrete. While other machine learning models are mentioned, they are used as comparisons to demonstrate the superiority of the proposed hybrid model.

**Step 3: Assign the most specific applicable category**

The abstract describes the use of neural network architectures (ANN) and a specific type of machine learning technique (hybrid stacking ensemble model), which is a subset of classical machine learning. Therefore, the most specific applicable category is:

CATEGORY: ML",8.2,,False,2026-08-09T19:18:46
203,llama3.1:8b,V2.1,abstract,ML,"REASONING:
1. The technical methods described in the text are machine learning algorithms (MLAs) such as logistic regression, K-nearest neighbor, support vector machine, random forest, Lagrangian support vector machine, random tree (RT), chi-square automatic interaction detection, and C5.0.
2. The primary contribution of this paper is the evaluation and comparison of these MLAs for diagnosing tuberculous pericardial effusion (TPE) using noninvasive data analysis.
3. Since the core method used in this study is a machine learning approach with specific algorithms, but no neural network architecture is mentioned, we can classify it as Machine Learning.

CATEGORY: ML",6.03,,False,2026-08-09T19:18:52
204,llama3.1:8b,V2.1,abstract,,"**Step 1: Identify the technical methods described in the text**

The abstract describes various AI and ML techniques used in telesurgery, including deep learning (DL) methodologies such as computer vision and advanced DL algorithms. However, the primary focus is on bibliometric analysis and knowledge mapping using tools like VOSviewer software.

**Step 2: Determine which method represents the paper's primary contribution**

The paper's primary contribution lies in its comprehensive bibliometric and knowledge mapping analysis of global research on AI and ML applications in robotic, teleoperated, and remote surgery. The technical methods described are secondary to this main contribution.

**Step 3: Assign the most specific applicable category**

REASONING: The abstract primarily focuses on a bibliometric study analyzing the growth and trends of AI and ML research in telesurgery, rather than presenting new AI or ML techniques. While deep learning is mentioned as one of the emerging themes, it is not the primary focus of the paper.
CATEGORY: None",8.43,,False,2026-08-09T19:19:00
205,llama3.1:8b,V2.1,abstract,ML,"REASONING: The technical methods described in the text are the support-vector network, which maps input vectors to a high-dimensional feature space and constructs a linear decision surface, and polynomial input transformations. The primary contribution of the paper is the extension of the support-vector network idea to non-separable training data. This method is a type of classical machine learning.

CATEGORY: ML",3.43,,False,2026-08-09T19:19:04
206,llama3.1:8b,V2.1,abstract,DL,"REASONING: The abstract describes a study that uses deep learning methods to analyze EEG signals from neurological pathology patients, with a focus on detecting biological sex patterns. The primary contribution of the paper is the evaluation of a convolutional neural network (CNN) model's performance in detecting biological sex and its impact on pathological diagnosis.

CATEGORY: DL",3.18,,False,2026-08-09T19:19:07
207,llama3.1:8b,V2.1,abstract,ML,"REASONING: 
1. The technical methods described in the text include various AI technologies such as machine learning (ML), deep learning (DL), natural language processing (NLP), generative AI (GenAI), large language models (LLMs), and explainable AI (XAI). These methods are applied to identify suicidal behavior, particularly on social media and clinical datasets. 
2. The primary contribution of the paper is a systematic literature review examining how AI has been applied to suicide prevention, with a focus on comparing different AI technologies and their performance in identifying suicidal behavior.
3. Since the core method described is not a specific neural network architecture but rather a comparison of various AI technologies, including ML and DL, I will classify it based on its primary contribution.

CATEGORY: ML",6.99,,False,2026-08-09T19:19:14
208,llama3.1:8b,V2.1,abstract,DL,"REASONING: The abstract describes the application of machine learning methods and predictive analytics in disaster management, specifically proposing a novel technique utilizing a deep adversarial gaussian multilayer perceptron and firefly swarm binary grasshopper optimization. The primary contribution of the paper is the development of this specific technique for disaster management-based healthcare systems. The use of neural networks (deep adversarial gaussian multilayer perceptron) is the key technical method described in the text.

CATEGORY: DL",4.26,,False,2026-08-09T19:19:18
209,llama3.1:8b,V2.1,abstract,DL,"REASONING: 
Step 1: The technical methods described in the text include machine learning (ML) techniques such as multivariate imputation, multicollinearity diagnostics, systematic benchmarking of linear, tree-based, boosting, and neural-network models, specifically CatBoost. Tadmor's correlation is also mentioned for standardizing contact angles.
Step 2: The primary contribution of this paper appears to be the development of a machine learning workflow that can accurately predict hydrogen wettability across various geosystems, using a combination of historical laboratory data and ML techniques.
Step 3: Given that the core method involves neural networks (CatBoost), I will classify it as DL. Although the paper also contributes to ML by developing a predictive model, the use of neural networks makes DL the most specific applicable category.

CATEGORY: DL",6.91,,False,2026-08-09T19:19:25
210,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes various machine learning and deep learning algorithms applied to classify pulmonary diseases using spirometry features. The primary contribution of the paper appears to be comparing the performance of different machine learning and deep learning models on this task, with a focus on identifying the most accurate approach.

CATEGORY: ML",3.34,,False,2026-08-09T19:19:28
211,llama3.1:8b,V2.1,abstract,DL,"REASONING: The abstract discusses deep learning methodology and its implications on linear regression, specifically focusing on benign overfitting and the minimum norm interpolating prediction rule. The primary contribution of the paper is to provide a characterization of linear regression problems for which this rule has near-optimal prediction accuracy.

CATEGORY: DL",3.02,,False,2026-08-09T19:19:31
212,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes the development and evaluation of a machine learning (ML) model using Extreme Gradient Boosting (XGBoost), which is a classical ML technique. The paper's primary contribution is the application of this method to predict dental caries, with a focus on external validation and interpretability.

CATEGORY: ML",3.25,,False,2026-08-09T19:19:35
213,llama3.1:8b,V2.1,abstract,ML,"REASONING: The technical methods described in the text include tree boosting, XGBoost (a specific implementation of tree boosting), and weighted quantile sketch for approximate tree learning. These methods are all related to machine learning, specifically classical machine learning techniques.

CATEGORY: ML",3.01,,False,2026-08-09T19:19:38
214,llama3.1:8b,V2.1,abstract,DL,"**Step 1: Identify the technical methods described in the text**

The abstract describes several technical methods used in the study:

* Machine learning (ML) techniques, including:
	+ Supervised/unsupervised learning
	+ SVM (Support Vector Machines)
	+ Random Forest
	+ Deep neural networks
* Explainable Artificial Intelligence (XAI) techniques, including:
	+ SHAP (SHapley Additive exPlanations)
	+ LIME (Local Interpretable Model-agnostic Explanations)
	+ Attention maps
* Electroencephalography (EEG) analysis, including:
	+ Spectral features (e.g. alpha and beta power)
	+ Functional connectivity metrics (e.g. PLI, PCC)
	+ Time-domain measures (e.g. Hjorth parameters)

**Step 2: Determine which method represents the paper's primary contribution**

The abstract states that the paper aims to ""critically evaluate the landscape of EEG-based biomarkers for depression, anxiety, and bipolar disorder as informed by XAI techniques."" The primary focus is on the application of XAI techniques to EEG analysis, rather than the development of new ML or DL methods. Therefore, the primary contribution is the use of XAI techniques in conjunction with EEG analysis.

**Step 3: Assign the most specific applicable category**

Given that the paper's core method involves the application of neural networks (deep learning) and XAI techniques to EEG analysis, I",11.91,,False,2026-08-09T19:19:50
215,llama3.1:8b,V2.1,abstract,DL,"REASONING:
The abstract describes the application of artificial intelligence (AI) in CRISPR-based genetic screening, specifically highlighting the use of machine learning (ML), deep learning (DL), and large language model-agent (LLM-agent) systems to optimize experimental design and analysis.

CATEGORY: DL",2.99,,False,2026-08-09T19:19:53
216,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes a machine learning platform called CLOSER that uses self-supervised learning to analyze spontaneous behavior in mice with major depressive disorder (MDD). The platform incorporates 3D pose skeleton data and kinematic features, and is used to quantify the expression of depressive-like state and identify drug efficacy.

CATEGORY: ML",3.19,,False,2026-08-09T19:19:56
217,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes a machine learning approach using various models (including neural networks) to detect Parkinson's disease from vocal biomarkers. The primary contribution of the paper is the application of machine learning techniques to identify crucial vocal biological markers for early detection.

CATEGORY: ML",2.89,,False,2026-08-09T19:19:59
218,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes the use of artificial intelligence (AI) to develop a predictive model called KinicI, which integrates multi-omics data and consensus clustering to classify HCC patients into two distinct subgroups. Additionally, machine learning approaches are used to identify prognostic variables associated with HCC progression, and deep learning is employed for multitarget drug discovery using the GraphBAN framework.

CATEGORY: ML",4.0,,False,2026-08-09T19:20:03
219,llama3.1:8b,V2.1,abstract,ML,"REASONING: 
1. The technical methods described in the text include causal artificial intelligence modeling, reinforcement learning, and machine learning algorithms for prediction and decision-making.
2. The primary contribution of the paper appears to be the review and description of novel technologies in artificial intelligence, specifically their potential applications and limitations in urology and endourology.
3. Although the paper discusses various AI-related methods, the focus is on the integration of these methods into a specific field (urology) rather than developing new AI techniques.

CATEGORY: ML",4.74,,False,2026-08-09T19:20:07
220,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses various techniques used for sentiment analysis, including deep learning models, machine learning methods, and hybrid approaches that integrate multiple modalities. The primary contribution of the paper is a comprehensive review of multimodal sentiment analysis approaches, highlighting their applications, research studies, and methodologies.

CATEGORY: ML",3.1,,False,2026-08-09T19:20:10
221,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes a comparison between two technical methods: fine-tuned open-weight Vision-Language-Action (VLA) models and neuro-symbolic architectures that combine PDDL-based symbolic planning with learned low-level control. The primary contribution of the paper is to evaluate and compare these two approaches on structured manipulation tasks.

CATEGORY: ML",3.29,,False,2026-08-09T19:20:14
222,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes the use of machine learning methods, including LASSO regression, SHAP analysis, supervised UMAP, HDBSCAN clustering, and a pipeline for feature selection and model interpretation. These methods are used to identify key predictors and novel patient phenotypes of PICC-CRBSI in critically ill patients.

CATEGORY: ML",3.83,,False,2026-08-09T19:20:18
223,llama3.1:8b,V2.1,abstract,ML,"**Step 1: Identify the technical methods described in the text**

The abstract mentions Machine Learning (ML), Deep Learning (DL), Artificial Intelligence (AI), and Hybrid models as technical methods used in orthodontics.

**Step 2: Determine which method represents the paper's primary contribution**

The paper's primary contribution is a Systematic Literature Review (SLR) that categorizes AI methods and their effectiveness in clinical practice. The review focuses on ML and DL applications, but also discusses hybrid models and other AI approaches. However, the core of the paper is not about developing new ML or DL techniques, but rather about analyzing and categorizing existing research.

**Step 3: Assign the most specific applicable category**

Given that the paper's primary contribution is a Systematic Literature Review (SLR) that focuses on ML and DL applications in orthodontics, but also discusses other AI approaches, I would assign the category as follows:

REASONING: The abstract describes a systematic review of existing research on AI methods in orthodontics, which includes both Machine Learning and Deep Learning techniques. However, the paper's primary contribution is not about developing new ML or DL techniques, but rather about analyzing and categorizing existing research.

CATEGORY: ML",10.15,,False,2026-08-09T19:20:28
224,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses the application of artificial intelligence (AI) methods in various domains related to climate science, including machine learning (ML) and deep learning (DL) techniques such as physics-guided models, PINNs, and neural operators. The primary contribution of the paper is a synthesis of recent advances in AI for climate science, with an emphasis on evaluation rigor, reproducibility, and sustainability.

CATEGORY: ML",4.41,,False,2026-08-09T19:20:32
225,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses machine learning methods for accelerating materials discovery, specifically using deep learning algorithms to predict material properties and identify suitable materials for batteries and supercapacitors. The text mentions quantum computing as an enabling technology, but the primary focus is on applying machine learning techniques to a specific problem in materials science.

CATEGORY: ML",3.17,,False,2026-08-09T19:20:35
226,llama3.1:8b,V2.1,abstract,DL,"REASONING: The abstract describes DNA metabarcoding analysis and machine learning methods for predicting host health status based on fungal microbiome data. The primary contribution is the development of a multiview analytical framework that integrates conventional statistical approaches with ML and AI techniques.

CATEGORY: DL",2.72,,False,2026-08-09T19:20:38
227,llama3.1:8b,V2.1,abstract,AI,"REASONING: The abstract discusses the application of artificial intelligence (AI) in emergency general surgery, specifically focusing on clinical decision-support tools and intraoperative assistance. The methods described involve a scoping review of existing literature, but no specific technical methods or algorithms are mentioned.

CATEGORY: AI",2.83,,False,2026-08-09T19:20:41
228,llama3.1:8b,V2.1,abstract,DL,"REASONING: The abstract discusses the application of artificial intelligence in veterinary oncology, specifically highlighting the use of deep learning models for image-based diagnostics and other clinical applications. While machine learning is also mentioned as a broader category, the focus on neural network architectures (CNNs, radiomics) suggests that deep learning is the primary technical method described.

CATEGORY: DL",3.72,,False,2026-08-09T19:20:45
229,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes a methodology for curating clinical trial databases to make them suitable for training or testing artificial intelligence (AI) models, specifically for medical imaging tasks. The technical methods mentioned include defining inclusion and exclusion criteria, removing unnecessary data, quality control, and harmonisation of DICOM fields.

CATEGORY: ML",3.29,,False,2026-08-09T19:20:48
230,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses a systematic review of Artificial Intelligence (AI) methods applied to International Roughness Index (IRI) prediction for rigid and composite pavements. The primary contribution of the paper is not a new AI method, but rather an analysis of existing studies using various AI techniques.

CATEGORY: ML",3.34,,False,2026-08-09T19:20:51
231,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes a framework that uses various technical methods, including physics-informed Reliability Allocation by Heuristic Optimization, graph theory, Monte Carlo simulations, Reliability Block Diagrams, and Deep Reinforcement Learning, to optimize centrifugal compressor maintenance strategies in natural gas pipeline systems.

CATEGORY: ML",2.98,,False,2026-08-09T19:20:54
232,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses machine learning-based predictive models for diabetes mellitus, specifically highlighting the use of ensemble and deep learning techniques to surpass traditional risk assessment approaches. The paper focuses on the application of AI in healthcare, but also emphasizes the need for explainable AI and real-world validation. The primary contribution is not a new neural network architecture, but rather an analysis of machine learning-based diabetes prediction systems.

CATEGORY: ML",4.03,,False,2026-08-09T19:20:58
233,llama3.1:8b,V2.1,abstract,DL,"REASONING: The abstract describes the use of machine learning (ML) methods, specifically several classifiers equipped with explainable artificial intelligence (XAI) techniques, to improve the diagnosis and prediction of Parkinson's disease. The primary contribution of the paper is a framework that combines ML and XAI to provide both accurate predictions and interpretable results.

CATEGORY: DL",3.3,,False,2026-08-09T19:21:02
234,llama3.1:8b,V2.1,abstract,ML,"REASONING: 
1. The technical methods described in the text are machine learning algorithms, specifically supervised learning algorithms such as Logistic regression, Decision tree, Random Forest, Gradient Boosting, AdaBoost, K-Nearest Neighbour (KNN), Support vector machine, and Naïve Bayes.
2. The primary contribution of this paper is the comparison and evaluation of these various supervised learning algorithms for detecting suspicious financial activities in transactional data, with a focus on the performance of the Gradient Boosting classifier.
3. Since the core method described is a specific type of machine learning algorithm (supervised learning), but also involves neural networks implicitly through the use of Gradient Boosting, which can be considered a form of deep learning, we need to determine the most specific applicable category.

CATEGORY: ML",6.49,,False,2026-08-09T19:21:08
235,llama3.1:8b,V2.1,abstract,ML,"REASONING: 
1. The technical methods described in the text include tree-based ensemble models, explainable artificial intelligence (XAI) techniques, regression models, classification models, and a hybrid classification-regression framework.
2. The primary contribution of this paper is the development and application of an automated machine learning (AutoML) framework for predicting case durations and delays using a combination of these methods.
3. Given that the core method involves neural networks are not explicitly mentioned, but the use of ensemble models and AutoML suggests a focus on classical machine learning techniques.

CATEGORY: ML",5.4,,False,2026-08-09T19:21:13
236,llama3.1:8b,V2.1,abstract,DL,"REASONING: The abstract describes several technical methods for improving the efficiency of deep learning-based models for sickle cell disease detection, including transfer-learning, contrastive-learning, and focal loss. The primary contribution of the paper is to propose a combination of these methods to address the issue of limited training data availability. Additionally, the paper integrates Explainable Artificial Intelligence (XAI) methodologies to interpret and explain model predictions.

CATEGORY: DL",3.86,,False,2026-08-09T19:21:17
237,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes a machine learning-based prediction model, specifically using nine clinical parameters to predict insulin resistance and its association with various cancers. The primary contribution of the paper is the development and application of this AI-IR model.

CATEGORY: ML",2.6,,False,2026-08-09T19:21:20
238,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses various AI methods, including machine learning, deep learning, large language models, and digital twins, in the context of healthcare. While multiple methods are mentioned, the primary focus is on how these methods support different aspects of the 6P medicine model.

CATEGORY: ML",3.29,,False,2026-08-09T19:21:23
239,llama3.1:8b,V2.1,abstract,ML,"REASONING: 
1. The technical methods described in the text include CatBoost, Voting Classifier, Stacking Classifier, SHAP framework, and ensemble models.
2. The primary contribution of this paper is the comparison and evaluation of different machine learning techniques for predicting tumour type from morphometric data, with a focus on interpretable ensemble methods.
3. While the paper mentions AI systems in general, the core method described is a specific machine learning technique (ensemble models), which makes it most specific to the ML category.

CATEGORY: ML",4.61,,False,2026-08-09T19:21:28
240,llama3.1:8b,V2.1,abstract,DL,"**Step 1: Identify the technical methods described in the text**

The abstract describes the use of deep learning (DL) models, specifically ResNet-50 variants with attention mechanisms (CBAM) and ensemble strategies, for sperm morphology classification. It also mentions CNN-based motility assessment and emerging AI applications for DNA fragmentation prediction and ZP binding capability prediction.

**Step 2: Determine which method represents the paper's primary contribution**

The paper systematically evaluates the technical performance of AI-based automated semen analysis systems, specifically comparing deep learning methods to manual expert evaluation. The primary focus is on assessing the accuracy and feasibility of these DL models for various applications in semen analysis.

**Step 3: Assign the most specific applicable category**

REASONING: The abstract focuses on evaluating the performance of deep learning models for specific tasks in semen analysis, such as morphology classification and motility assessment. While machine learning is also mentioned, the primary contribution is related to deep learning techniques.
CATEGORY: DL",8.27,,False,2026-08-09T19:21:36
241,llama3.1:8b,V2.1,abstract,ML,"REASONING: 
1. The technical methods described in the text are Support Vector Machine (SVM) models, statistical analysis, and psychometric rigor.
2. The primary contribution of this paper is the development of an SVM-based predictive model for student satisfaction, which represents a specific application of machine learning techniques.
3. Although the abstract mentions artificial intelligence as a broader category, the core method described in the text is specifically related to machine learning.

CATEGORY: ML",4.19,,False,2026-08-09T19:21:40
242,llama3.1:8b,V2.1,abstract,ML,"REASONING: 
1. The technical methods described in the text include bibliometric co-occurrence analysis using VOSviewer, comparison of AI methods for disaster-related tasks, and a literature review of previous studies on disaster management through AI.
2. The primary contribution of this paper appears to be the comprehensive literature review and analysis of existing research on disaster management through AI, rather than introducing new AI methods or techniques.
3. While the text mentions deep learning solutions as an improvement over conventional rule-based solutions, it does not describe any novel neural network architectures or deep learning techniques.

CATEGORY: ML",5.01,,False,2026-08-09T19:21:45
243,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes various machine learning methods, including neural networks (MLP), ensemble methods (XGBoost, RF), and traditional ML algorithms (SVM, LR, DT, KNN). The primary contribution of the paper is the development of a machine learning-based recruitment framework that outperforms traditional methods in blood donor recruitment. The use of incremental learning, dynamic threshold adjustment, and cost-sensitive learning approaches are also notable.

CATEGORY: ML",4.67,,False,2026-08-09T19:21:50
244,llama3.1:8b,V2.1,abstract,,"REASONING: The abstract discusses the integration of Artificial Intelligence (AI) into oncology, specifically focusing on health economic evaluations of AI applications in cancer diagnosis and treatment. The paper reviews existing literature on the cost-effectiveness of AI in oncology, highlighting both benefits and risks.

CATEGORY: None",3.19,,False,2026-08-09T19:21:53
245,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes the use of machine learning techniques, specifically natural language processing (NLP) with BERTopic, to categorize and label development projects based on their narrative descriptions. This approach is novel and reproducible, aiming to provide a better understanding of donor priorities and overall development funding.

CATEGORY: ML",3.09,,False,2026-08-09T19:21:56
246,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes a study that uses traditional statistical methods and machine learning techniques to predict patients' sexual satisfaction after prostate surgery. The primary contribution of the paper is the application of machine learning to improve preoperative risk stratification and patient counseling.

CATEGORY: ML",2.8,,False,2026-08-09T19:21:59
247,llama3.1:8b,V2.1,abstract,AI,"REASONING: The abstract discusses the limitations of large language models (LLMs) in achieving superhuman AI and proposes an alternative approach by connecting LLMs to principled theories and well-tested models of human thinking and learning prior to language acquisition. This approach involves using AI breakthroughs in LLMs as models of language use, rather than as end-to-end models of intelligence. The primary contribution of the paper is not a new machine learning or deep learning technique, but rather an interdisciplinary approach that combines insights from cognitive science and artificial intelligence.

CATEGORY: AI",5.23,,False,2026-08-09T19:22:04
248,llama3.1:8b,V2.1,abstract,ML,"REASONING: The technical methods described in the text include a clustering algorithm called DBSCAN and its generalized version GDBSCAN, which can handle point objects with spatial and nonspatial attributes. The paper also presents four applications using different types of data (2D points, 3D points, 5D points, and 2D polygons). However, none of these methods involve neural networks or other deep learning techniques.

CATEGORY: ML",3.89,,False,2026-08-09T19:22:08
249,llama3.1:8b,V2.1,abstract,,"REASONING: The abstract describes a systematic review, meta-analysis, and bibliometric visualization analysis of the role of artificial intelligence in nursing simulation education. The primary contribution of the paper is the synthesis of existing research on AI's effects on nursing students' knowledge and skill outcomes.

CATEGORY: None",3.04,,False,2026-08-09T19:22:11
250,llama3.1:8b,V2.1,abstract,DL,"REASONING:
1. The technical methods described in the text include Transformer-based multi-scale style learning algorithm, LASSO regression, restricted cubic splines, XGBoost classifier, and four baseline deep learning network models.
2. The paper's primary contribution is the development of an AI-driven CAD prediction model that integrates OCTA-derived retinal features with electronic health record (EHR) data, which outperforms other methods including deep learning networks.
3. Given the use of neural networks (Transformer-based multi-scale style learning algorithm and four baseline deep learning network models), but also the integration of multiple machine learning techniques (LASSO regression, restricted cubic splines, XGBoost classifier) and the application in a specific domain (CAD prediction), the most specific applicable category is DL.

CATEGORY: DL",6.94,,False,2026-08-09T19:22:18
251,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses various applications of machine learning (ML) and deep learning (DL) in oncology, including cancer phenotyping, drug development, and virtual screening. The text mentions specific techniques such as tumor detection, molecular subtyping, prognosis, treatment response prediction, generative molecular design, and hybrid computational-experimental pipelines.

CATEGORY: ML",3.45,,False,2026-08-09T19:22:22
252,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes various machine learning methods, including artificial neural networks (ANN), support vector machines (SVM), gradient tree boosting regressor (GTB), CatBoost regressor (CATB), extreme-learning machine (ELM), and extreme-learning machine optimized with particle swarm optimization (ELM-PSO). The primary contribution of the paper is to evaluate the effectiveness of these models in predicting the shear strength of steel-fiber-reinforced concrete beams. The ELM-PSO model is identified as the most accurate estimator.

CATEGORY: ML",4.87,,False,2026-08-09T19:22:27
253,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses the application of artificial intelligence (AI) and machine learning (ML) algorithms in liquid biopsy for cancer detection and treatment. While it mentions various technical methods, such as circulating biomarkers and extracellular vesicles, these are not the primary focus of the paper. Instead, the review examines how AI-powered ML improves clinical outcomes.

CATEGORY: ML",3.87,,False,2026-08-09T19:22:30
254,llama3.1:8b,V2.1,abstract,ML,"**Step 1: Identify the technical methods described in the text**

The abstract mentions machine-learning (ML) and radiomics approaches, which are used for diagnostic and prognostic purposes. Specifically, it mentions that some studies applied ML or radiomics algorithms to MRI or X-ray data. The paper also compares different imaging modalities (MRI vs. X-ray), sequence selection (single-sequence vs. dual-sequence MRI), algorithm classes, disease phenotypes, validation strategies, and cohort sizes.

**Step 2: Determine which method represents the paper's primary contribution**

The paper's primary contribution is a meta-analysis of existing studies that applied ML or radiomics algorithms to diagnose and predict outcomes in ankylosing spondylitis (AS). The authors aim to quantify the diagnostic and prognostic capability of these methods, identify influencing factors, and provide recommendations for future work.

**Step 3: Assign the most specific applicable category**

The paper's primary contribution is a meta-analysis that compares different ML-based approaches (radiomics and machine-learning frameworks) applied to medical imaging data. Although it mentions deep learning networks specifically in the context of X-ray-based models, the overall focus is on comparing different ML methods rather than developing new neural network architectures.

REASONING: The paper's primary contribution is a meta-analysis that compares different machine-learning approaches applied to medical imaging data, with a specific focus on radiomics and machine-learning frameworks. Although it mentions deep learning networks in one context, the overall",11.88,,False,2026-08-09T19:22:42
255,llama3.1:8b,V2.1,abstract,DL,"REASONING: 
1. The technical methods described in the text include UV–Vis spectrophotometry, machine learning models (specifically Support Vector Regression, Linear Regression, Lasso Regression, Ridge Regression, and Elastic Net), and their application to predict concentrations of naringin and naringenin.
2. The primary contribution of the paper is the development of a green UV–Vis spectrophotometric method enhanced by AI for simultaneous quantification of naringin and naringenin in plant extracts, which uses machine learning models as its core method.
3. Since the core method is a neural network (specifically, the machine learning models), classify as DL even though it is also ML and AI.

CATEGORY: DL",6.35,,False,2026-08-09T19:22:49
256,llama3.1:8b,V2.1,abstract,ML,"REASONING: 
1. The text mentions machine learning (ML)-ready datasets, deep learning models, and AI models, but the primary focus is on creating a dataset for various downstream tasks in weather and climate research.
2. The paper's primary contribution is introducing WxC-Bench, a multi-modal dataset designed to support the development of generalizable AI models for various use-cases in weather and climate research.
3. Although deep learning models are mentioned as being developed for weather and climate analysis, the core method described in the text is the creation of a dataset, which is a machine learning task.

CATEGORY: ML",5.38,,False,2026-08-09T19:22:54
257,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes the use of machine learning algorithms, specifically supervised learning techniques such as SVM, Logistic Regression, and K-Nearest Neighbors, to develop predictive models for sex determination from mandibular symphysis measurements. The primary contribution of the paper is the development and evaluation of these machine learning-based models.

CATEGORY: ML",3.81,,False,2026-08-09T19:22:58
258,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract describes a specific AI architecture that combines explainable models with feature selection using Enhanced Squirrel Search Optimization (ESSO) method. The primary contribution of the paper is to develop an Explainable Artificial Intelligence (XAI) framework that improves predictive performance and provides interpretable insights for clinical decision support.

CATEGORY: ML",3.24,,False,2026-08-09T19:23:01
259,llama3.1:8b,V2.1,abstract,ML,"REASONING: The abstract discusses the application of machine learning models in psychiatry, specifically using various data sources such as questionnaires, electronic health records, neuroimaging, and digital phenotyping. While neural networks are not explicitly mentioned, the use of machine learning models is a key aspect of the paper.

CATEGORY: ML",3.1,,False,2026-08-09T19:23:04
260,llama3.1:8b,V2.1,abstract,DL,"REASONING: 
1. The technical methods described in the text include machine learning-based surrogate models, artificial neural networks (ANN), Levenberg–Marquardt Scheme (LMS), Adam optimizer function, and classical fluid dynamics simulations.
2. The primary contribution of the paper is the development of an ANN-based machine learning technique for analyzing bubble dynamics and cavitation behavior under sinusoidal waves.
3. Since the core method used in this study is a neural network, it should be classified as DL even though it is also ML and AI.

CATEGORY: DL",4.85,,False,2026-08-09T19:23:09
