paper_id,model_version,prompt_version,input_source,manual_label,predicted_label,raw_output,elapsed_sec,error,is_fewshot_example,run_timestamp
62,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper describes the use of six supervised machine-learning algorithms to predict postoperative hearing outcomes following tympanoplasty. The Random Forest classifier is identified as achieving the highest predictive accuracy.

CATEGORY: ML",2.95,,False,2026-08-15T23:48:23
63,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper focuses on employing machine learning techniques for credit card fraud detection, specifically comparing the performance of four supervised learning algorithms (Logistic Regression, Random Forest, XGBoost, and LightGBM). It also uses the SHAP framework for feature importance and interpretability. The primary contribution of the paper lies in the comparison and evaluation of these algorithms for their predictive performance and explainability.

CATEGORY: ML",4.71,,False,2026-08-15T23:48:28
64,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper discusses the application of AI and ML in sports medicine, outlining their use in injury risk assessment, diagnosis, rehabilitation, and clinical decision-making. The primary contribution of the paper is a review of existing studies that apply AI and ML in sports medicine.

CATEGORY: ML",3.7,,False,2026-08-15T23:48:31
65,mistral:7b,V2.1,abstract,nan,DL,"REASONING: The paper discusses the use of three-dimensional NVU organoids, spatial transcriptomics with single-cell resolution, and artificial intelligence technology, with a focus on machine learning and deep learning. The primary contribution of the paper seems to be the application of these AI technologies in the study of NVU dysfunction during Alzheimer's disease progression.

CATEGORY: DL (Deep Learning)",4.52,,False,2026-08-15T23:48:36
66,mistral:7b,V2.1,abstract,DL,DL,"REASONING: The paper describes the use of machine learning models, specifically deep neural networks, to predict functional independence after successful endovascular thrombectomy. The primary contribution of the paper is the development and comparison of machine learning models, with the deep neural network model being the best performer.

CATEGORY: DL",3.84,,False,2026-08-15T23:48:40
67,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper discusses the use of machine learning, deep learning, optimization algorithms, hybrid algorithms, and other techniques for anemia detection, with a focus on comparing their accuracy and usability. The primary contribution of the paper seems to be the comparison of various AI techniques for anemia diagnosis.

CATEGORY: ML (Classical Machine Learning)",4.16,,False,2026-08-15T23:48:44
68,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper proposes a novel explanation technique, LIME, for interpreting the predictions of any classifier, including neural networks and random forests. It focuses on making these predictions interpretable and faithful, and presents a method to explain models by optimizing a submodular problem.

CATEGORY: DL (Deep Learning)

The primary contribution of the paper is to provide an explanation technique that can be applied to various models, including neural networks, which are a part of the deep learning category. Although the paper also mentions random forests, a classical machine learning technique, the focus on interpretability and optimization suggests a deeper connection to the neural network architectures within deep learning.",7.11,,False,2026-08-15T23:48:51
69,mistral:7b,V2.1,abstract,DL,DL,"REASONING: The paper presents a novel fall activity recognition system for disabled persons using a Temporal Convolutional Network (TCN) classifier, which is a deep learning technique. The system involves image pre-processing, feature extraction using NASNetMobile, DenseNet121, and MobileNetV3Large, and fine-tuning using Adamax.

CATEGORY: DL",4.47,,False,2026-08-15T23:48:55
70,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper discusses the use of artificial intelligence (AI) in personalizing virtual reality exposure therapy (VRET), with specific mentions of conversational AI, machine learning for outcome prediction, and methods to personalize cues and contexts. However, the primary contribution of the paper lies in the systematic review of AI applications for VRET, which includes identifying best practices and suggesting future directions for integration of stakeholder perspectives.

CATEGORY: ML (The paper primarily discusses machine learning applications for outcome prediction, although it also touches upon conversational AI and personalization of VRET, which are subsets of DL and AI respectively)",6.82,,False,2026-08-15T23:49:02
71,mistral:7b,V2.1,abstract,AI,ML,"REASONING: The paper discusses the use of AI in diabetes care, focusing on establishing trust in medical AI, presenting priorities for various stakeholders, and outlining six key attributes for a trustworthy medical AI system. The primary contribution of the paper lies in presenting practical methods to achieve the six attributes of trustworthy medical AI, prioritizing diabetes.

CATEGORY: ML (Classical Machine Learning)

The paper does not explicitly mention deep learning or specific neural network architectures, but it does discuss the use of probabilistic outputs, which can be associated with machine learning techniques. The primary focus is on the practical methods for achieving trustworthy AI, which can be considered a machine learning problem. However, since the paper also discusses general AI approaches and the need for transparency, it could also be classified as AI. Given the primary contribution is the practical methods for achieving trustworthy AI, I have classified it as ML.",9.42,,False,2026-08-15T23:49:12
72,mistral:7b,V2.1,abstract,Unclear,DL,"REASONING: The paper primarily focuses on the application of AI-based algorithms, specifically Convolutional Neural Networks (CNNs) and ensemble models, for dermoscopic image analysis. It also compares these models with classical machine learning approaches.

CATEGORY: DL (Deep Learning)",3.9,,False,2026-08-15T23:49:15
73,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper discusses the integration of Quantum Computing (QC) and Artificial Intelligence (AI), focusing on the applications and variables associated with this integration, and the main advances in QC applied to AI, which are quantum optimization, Quantum Machine Learning (QML), and post-quantum cryptography. The study also proposes an integrative framework that categorizes key AI QC convergence dimensions and proposes a classification of application areas.

CATEGORY: ML (Quantum Machine Learning is a subset of Machine Learning)",6.1,,False,2026-08-15T23:49:22
74,mistral:7b,V2.1,abstract,DL,DL,"REASONING: The paper proposes a new method, the Refined Deep Evolutionary Learning Framework (R-DELF), which uses an ESM-2 Transformer, dual-attention Graph Neural Networks (GNNs), evolutionary learning maximiser, and an Explainable AI layer to predict viral mutations and assess vaccine suitability. The primary contribution of the paper is the development of this novel framework.

CATEGORY: DL",5.24,,False,2026-08-15T23:49:27
75,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper discusses the use of random search for hyper-parameter optimization in the context of neural networks and deep belief networks. It compares the efficiency of random search with grid search and manual search, and provides empirical evidence of the superiority of random search in terms of finding better models within a shorter computation time.

CATEGORY: DL",4.15,,False,2026-08-15T23:49:31
76,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper discusses the use of Machine Learning/Deep Learning (ML/DL) algorithms for the diagnosis of pancreatic neuroendocrine tumors, comparing their performance to conventional expert interpretation. The primary contribution of the paper lies in the comparison of ML/DL algorithms with conventional methods.

CATEGORY: ML",4.02,,False,2026-08-15T23:49:35
77,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper describes the use of Variational Quantum Classifiers (VQCs), a hybrid algorithm that combines classical machine learning with quantum computing techniques, for cross-sector stock price prediction. The primary contribution of the paper is the application of VQCs for modeling nonlinear dependencies more effectively than standard classical classifiers.

CATEGORY: DL (Deep Learning)

The paper's core method is a Variational Quantum Classifier, which is a type of neural network architecture. Although the paper also involves classical machine learning, the primary contribution is in the application of a quantum-inspired neural network, which classifies it as a Deep Learning (DL) paper.",7.23,,False,2026-08-15T23:49:42
78,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper employs machine learning techniques, specifically K-means clustering, KNN, SVM, ANN, SHAP, and LIME, to analyze fiscal openness in a global context. The primary contribution of the paper lies in the application of these machine learning tools to determine different regimes of governance.

CATEGORY: ML",4.2,,False,2026-08-15T23:49:46
79,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper presents a decision support system for stroke diagnosis using machine learning techniques, specifically a decision tree learning model. The system integrates standard EHR variables with information derived from extracellular vesicles (EVs) in blood plasma.

CATEGORY: ML",3.35,,False,2026-08-15T23:49:50
80,mistral:7b,V2.1,abstract,DL,DL,"REASONING: The paper proposes a new approach for neural machine translation, which involves a single neural network that can be jointly tuned to maximize translation performance. The model is based on encoder-decoder architecture, and the primary contribution is to allow the model to automatically search for relevant parts of a source sentence to predict a target word.

CATEGORY: DL",4.02,,False,2026-08-15T23:49:54
81,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper describes the comparison of 14 machine learning (ML) models, with AdaBoost, Multilayer Perceptron (MLP), and XGBoost being the primary focus. The study aims to estimate EQ-5D-5L index scores using ML methods and existing statistical data.

CATEGORY: ML",4.07,,False,2026-08-15T23:49:58
82,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper discusses a least squares version for SVM classifiers, which involves solving linear equations instead of quadratic programming for classical SVMs. The primary contribution of the paper is the introduction of a new SVM formulation.

CATEGORY: ML",3.01,,False,2026-08-15T23:50:01
83,mistral:7b,V2.1,abstract,AI,AI,"REASONING: The paper describes an AI-driven platform, BizAssistBot, that uses natural language processing, machine learning, and data analytics to provide immersive learning experiences for business students. The primary contribution of the paper is the creation and application of BizAssistBot in educational settings.

CATEGORY: AI",3.7,,False,2026-08-15T23:50:05
84,mistral:7b,V2.1,abstract,Unclear,DL,"REASONING: The paper describes the use of the finite element method (FEM) for stress analysis of different materials for rib cage reconstruction, and the development of machine learning and deep learning regression models to predict mechanical responses. The primary contribution of the paper lies in the integration of FEM with AI-based regression models.

CATEGORY: DL (Deep Learning)

The neural network is the primary technical method described in the text, and it represents the paper's primary contribution. Although the paper also mentions other machine learning techniques like Linear Regression, Ridge Regression, Support Vector Regression, Decision Trees, and LightGBM, the neural network is the most specific method mentioned and is the focus of the paper's primary contribution. Therefore, the paper falls under the category of Deep Learning.",8.49,,False,2026-08-15T23:50:13
85,mistral:7b,V2.1,abstract,DL,DL,"REASONING: The paper introduces a functional pruning approach that uses geometric deep learning and XAI to identify discriminative sub-networks in fMRI data for distinguishing healthy from affected individuals. The primary contribution lies in the functional pruning method that focuses on collective, rather than individual, co-activation patterns.

CATEGORY: DL (Geometric deep learning is a type of neural network architecture)",4.54,,False,2026-08-15T23:50:18
86,mistral:7b,V2.1,abstract,Unclear,DL,"REASONING: The paper discusses the application of various AI techniques, including machine learning, deep learning, and radiomics, for prostate cancer diagnosis and treatment. The primary contribution of the paper seems to be the use of AI models for improving prostate cancer diagnosis and treatment, with a focus on multi-modal imaging (TRUS, mp-MRI, and PSMA PET/CT).

CATEGORY: DL (Deep Learning)",4.64,,False,2026-08-15T23:50:22
87,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper describes a two-stage machine learning pipeline for heart failure screening using logistic regression and XGBoost classifier on ECG data, which is a neural network-based algorithm. However, the primary contribution of the paper is the development and validation of the two-stage AI-ECG workflow, which makes it a machine learning (ML) application.

CATEGORY: ML",4.81,,False,2026-08-15T23:50:27
88,mistral:7b,V2.1,abstract,DL,DL,"REASONING: The paper describes the use of a multilayer perceptron (a type of neural network) for predicting dosage in strabismus surgery, and employs explainable AI techniques to determine feature importance. The primary contribution of the paper lies in the development of the neural network model for predicting dosage in strabismus surgery.

CATEGORY: DL",4.44,,False,2026-08-15T23:50:32
89,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper presents a machine learning (ML)-based petrophysical inversion method for reservoir characterization and seismic modeling, which is the primary contribution. It also discusses rock physics modeling, seismic modeling, and seismic inversion techniques, but these are secondary to the ML-based method.

CATEGORY: ML",4.38,,False,2026-08-15T23:50:36
90,mistral:7b,V2.1,abstract,AI,ML,"REASONING: The paper discusses the implementation of Green AI models in finance, focusing on reducing energy consumption and carbon emissions. It presents a systematic literature review and proposes a new approach for implementing Green AI, identifying major gaps and a trade-off between reducing computational costs and maintaining high predictive accuracy. It also presents a taxonomy of Green AI techniques mapped to the machine learning lifecycle. The primary contribution of the paper is the proposed framework that integrates Green AI principles with energy-monitoring tools to guide sustainable AI adoption in finance.

CATEGORY: ML (Machine Learning)",6.25,,False,2026-08-15T23:50:42
91,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper describes the development of an AI framework for automatic Coeliac disease detection from standard duodenal endoscopy images. The framework uses deep learning techniques (ConvNeXt-Tiny, ResNet-18, etc.) for image classification, and classical machine learning (RBF SVM) for the final classification step. The primary contribution of the paper is the hybrid framework combining deep learning and classical machine learning.

CATEGORY: DL (Deep Learning)",5.6,,False,2026-08-15T23:50:48
92,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper presents a dataset of numerical signature descriptors derived from fragment images of beetles, processed with standardized image acquisition and segmentation techniques, and four statistical descriptors are extracted to support AI and machine learning workflows. The primary contribution of the paper is the creation of this dataset for entomological AI research and machine learning-driven insect fragment identification workflows.

CATEGORY: ML",4.64,,False,2026-08-15T23:50:52
93,mistral:7b,V2.1,abstract,Unclear,DL,"REASONING: The paper describes a multimodal AI model that combines clinical data and POCUS images for sarcopenia diagnosis. The model uses various Machine Learning (ML) and Deep Learning (DL) algorithms, with the final model being a multilayer perceptron network classifier and Xception architectures for image feature extraction. The paper also integrates Explainable AI (XAI) methods for transparent interpretation of the model's diagnostic decisions.

CATEGORY: DL",5.93,,False,2026-08-15T23:50:58
94,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper presents a new framework, TAXAI, for Trust-Aware Explainable Artificial Intelligence (XAI) in clinical decision support systems. It combines algorithmic transparency, interpretability alignment, compliance, and reliability to evaluate trust, fairness, robustness, and reproducibility. The framework is demonstrated using machine-learning and deep-learning models coupled with established XAI methods.

CATEGORY: ML (Machine Learning)",5.21,,False,2026-08-15T23:51:04
95,mistral:7b,V2.1,abstract,AI,AI,"REASONING: The paper discusses various AI applications in child and adolescent psychiatry, including AI scribes, multimodal diagnostic tools, AI-assisted therapeutics, AI-enabled video and eye-tracking approaches, chatbots, and robot companions. However, the primary contribution of the paper is a review of the ethical concerns and limitations of these AI applications in this field.

CATEGORY: AI (general artificial intelligence approaches)",5.08,,False,2026-08-15T23:51:09
96,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper focuses on developing a machine learning model for predicting the success of camouflage orthodontic treatment, using four specific machine learning algorithms (Random Forest, CART, Neural Network, and XGBoost). The primary contribution of the paper lies in the development and evaluation of these ML models.

CATEGORY: ML",4.13,,False,2026-08-15T23:51:13
97,mistral:7b,V2.1,abstract,AI,ML,"REASONING: The paper primarily focuses on the application of Machine Learning (ML) algorithms for predicting remission in Cushing’s disease, with specific performance metrics provided for these models.

CATEGORY: ML",2.73,,False,2026-08-15T23:51:16
98,mistral:7b,V2.1,abstract,AI,DL,"REASONING: The paper discusses the application of AI, specifically machine learning and deep learning, in revolutionizing various steps of the echocardiography imaging pipeline. The primary contribution of the paper lies in exploring the integration of AI in image acquisition, optimization, automated view classification, structure segmentation, and diagnosis, as well as clinical decision support systems.

CATEGORY: DL (Deep Learning)",4.48,,False,2026-08-15T23:51:20
99,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper discusses the use of IoT, machine learning, and artificial intelligence technologies for early detection of cattle diseases. The primary contribution of the paper is the review of AI-based techniques for the detection, classification, prediction, and monitoring of cattle diseases.

CATEGORY: ML",3.51,,False,2026-08-15T23:51:24
100,mistral:7b,V2.1,abstract,AI,DL,"REASONING: The paper discusses the integration of 2D materials into neuromorphic systems, highlighting applications in various fields such as wearable electronics, brain-machine interfaces, and quantum neuromorphic platforms. The primary contribution of the paper lies in the exploration of 2D materials for neuromorphic computing, which is a specific application of deep learning (DL).

CATEGORY: DL",4.58,,False,2026-08-15T23:51:28
101,mistral:7b,V2.1,abstract,AI,AI,"REASONING: The paper discusses the evaluation of dental residents' knowledge and perception regarding AI's application in dentistry, using a questionnaire. The primary contribution of the paper is the evaluation of dental residents' knowledge and perception, not the AI techniques themselves.

CATEGORY: AI",3.6,,False,2026-08-15T23:51:32
102,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper proposes a novel framework that integrates advanced machine learning (ML) and deep learning (DL) techniques, specifically support vector machine (SVM), random forest, XGBoost, logistic regression, feed forward neural network (FFNN), and multi-layer perceptron (MLP), to predict cardiovascular disease outcomes. The primary contribution of the paper is the comparison and evaluation of these ML and DL models using the Framingham Heart Study dataset, with the SVM model demonstrating superior performance.

CATEGORY: ML",6.54,,False,2026-08-15T23:51:38
103,mistral:7b,V2.1,abstract,AI,ML,"REASONING: The paper discusses various AI-based privacy-preserving strategies in the Internet of Vehicles (IoV), employing Systematic Literature Review (SLR) to examine and classify essential methodologies such as Federated Learning (FL), Differential Privacy (DP), Homomorphic Encryption (HE), Blockchain-enhanced AI, Adversarial Machine Learning (AML), and anomaly detection. The primary contribution of the paper is the creation of a six-domain taxonomy for evaluating these methodologies.

CATEGORY: ML (since the paper's primary contribution is the classification and evaluation of various machine learning techniques, even though it also involves AI and DL methodologies)",7.95,,False,2026-08-15T23:51:46
104,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper discusses the application of Artificial Intelligence (AI) in Acute Respiratory Distress Syndrome (ARDS) management, with a focus on Machine Learning (ML) models for early risk prediction, diagnosis, phenotyping, management, and outcome prediction.

CATEGORY: ML",3.94,,False,2026-08-15T23:51:50
105,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper discusses various model selection techniques in the context of molecular phylogenetics, with a focus on the Akaike Information Criterion (AIC), Bayesian methods, and model averaging. These techniques are used for comparing and selecting substitution models in phylogenetics.

CATEGORY: ML (Classical Machine Learning)",4.23,,False,2026-08-15T23:51:54
106,mistral:7b,V2.1,abstract,DL,DL,"REASONING: The paper presents a framework for detecting AI-generated artwork using deep learning-based transformer models, specifically DINO v2. The primary contribution of the paper is the application of this transformer model for art authenticity detection.

CATEGORY: DL",3.3,,False,2026-08-15T23:51:58
107,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper proposes a novel component, the quantitative argumentation layer, for tabular data that mines concepts from both data and data descriptions. It constructs a concept and argumentation model (CAM) that embeds human-aligned reasoning processes and provides interpretable decisions based on human-level knowledge.

CATEGORY: ML (Classical Machine Learning)",4.07,,False,2026-08-15T23:52:02
108,mistral:7b,V2.1,abstract,AI,AI,"REASONING: The paper discusses the application of AI in pathology, outlining its fundamental concepts, workflow, and utilization in head and neck pathology. It also emphasizes the role of pathologists in AI development and deployment, and the challenges in integrating AI into routine practice. However, the primary focus is not on the technical methods of AI, but rather on its application and implications in pathology.

CATEGORY: AI",4.8,,False,2026-08-15T23:52:07
109,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper proposes an optimized hybrid deep learning framework that integrates Convolutional Neural Networks (CNN) and Recurrent Neural Networks (RNN), and uses Genetic Algorithm (GA) for hyperparameter optimization. It also employs Binary Particle Swarm Optimization (BPSO) for feature selection and compares its performance with other optimization algorithms. The paper's primary contribution lies in the proposed optimized GA-CNN-RNN model for energy production prediction.

CATEGORY: DL",6.33,,False,2026-08-15T23:52:13
110,mistral:7b,V2.1,abstract,nan,ML,"REASONING: The paper presents an open-source Python framework for managing and annotating medical time series data, which is a specific application of machine learning. The framework is designed to handle noisy and high-volume data, which is a common challenge in machine learning.

CATEGORY: ML",3.46,,True,2026-08-15T23:52:16
111,mistral:7b,V2.1,abstract,AI,ML,"REASONING: The paper discusses various AI-based approaches for improving medication adherence in patients with cardiovascular diseases. The primary contribution of the paper is the analysis of these AI-based approaches, which include natural language processing, reinforcement learning, and machine learning algorithms such as neural networks, random forests, support vector machines, and decision tree models.

CATEGORY: ML",4.55,,False,2026-08-15T23:52:21
112,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper describes a two-stage artificial intelligence framework that integrates multimodal MRI and clinical indicators for the noninvasive assessment of renal fibrosis in patients with CKD. The primary contribution of the paper is the development of a two-stage model combining MobileNetV2-SE-based deep learning features with clinical indicators for RF classification.

CATEGORY: DL (Deep Learning)",5.29,,False,2026-08-15T23:52:26
113,mistral:7b,V2.1,abstract,DL,DL,"REASONING: The paper discusses the training of deep neural networks, the influence of non-linear activation functions, and proposes a new initialization scheme for faster convergence. The primary contribution of the paper seems to be the new initialization scheme.

CATEGORY: DL",3.13,,False,2026-08-15T23:52:29
114,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper describes the use of ultrasound as a portable, low-cost tool for measuring body composition in infants, and the development of AI-enabled analysis to enable whole-body composition estimation from ultrasound images. The primary contribution of the paper is the development and evaluation of preliminary machine learning models, including convolutional neural networks (CNN), to predict body composition.

CATEGORY: DL",4.91,,False,2026-08-15T23:52:34
115,mistral:7b,V2.1,abstract,nan,None,"REASONING: This abstract does not describe any technical methods related to AI, ML, or DL. It is merely correcting a typographical error in an author's name in a previously published article.
CATEGORY: None",2.73,,False,2026-08-15T23:52:37
116,mistral:7b,V2.1,abstract,Unclear,DL,"REASONING: The paper primarily focuses on comparing the performance of various machine learning and transformer-based deep learning models for Arabic sentiment analysis. The study also discusses the development of a novel dataset using AI-assisted labelling and the impact of annotation quality on model performance.

CATEGORY: DL (Deep Learning)",3.86,,False,2026-08-15T23:52:41
117,mistral:7b,V2.1,abstract,Unclear,DL,"REASONING: The paper describes the development of a workflow that integrates robot-automated experimentation, machine learning predictions, and finite element simulations to design stretchable electrodes. The primary contribution lies in the use of an ensemble of artificial neural networks for predicting strain-insensitive performance in stretchable electrodes.

CATEGORY: DL",4.0,,False,2026-08-15T23:52:45
118,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper discusses the use of Machine Learning (ML) based tabular data generation methods, specifically the Synthetic Minority Oversampling Technique (SMOTE) and its variants, for generating synthetic data to improve the quality and diversity of datasets, particularly in the medical field where large datasets are scarce due to privacy regulations.

CATEGORY: ML",4.32,,False,2026-08-15T23:52:49
119,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper presents a multimodal AI system, DMDNet, that uses a convolutional neural network (CNN) for feature extraction and employs four advanced classification strategies, including transformer-based, adversarial, self-supervised, and feature-selection approaches. The primary contribution of the paper is the development and evaluation of the DMDNet, which makes it a deep learning (DL) approach.

CATEGORY: DL",5.41,,False,2026-08-15T23:52:55
120,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper proposes an Accurate Surgical Time Prediction (ASTP) framework that uses machine learning models, specifically Histogram Gradient Boosting Regression (HGBR), artificial neural networks (ANNs), and recurrent models like Long Short Term Memory (LSTM), Gated Recurrent Unit (GRU), and hybrid LSTM+GRU. The primary contribution lies in the ASTP framework, which combines feature importance methods (SHAP values and Random Forest permutation importance) and HGBR for surgical time prediction.

CATEGORY: ML",6.55,,False,2026-08-15T23:53:01
121,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper discusses the use of machine learning, specifically GANs and Auto-encoders, for AI-assisted spectral generation in Raman spectroscopy. The primary contribution of the paper is the critical review and evaluation of these AI-assisted spectral generation techniques.

CATEGORY: DL (Deep Learning)",3.9,,False,2026-08-15T23:53:05
122,mistral:7b,V2.1,abstract,Unclear,DL,"REASONING: The paper describes the use of various machine learning and deep learning models for sentiment analysis of ChatGPT-related educational discourse. The primary contribution of the paper is the comparison and evaluation of transformer-based models (DistilBERT), deep learning models (LSTM and Bi-LSTM), and classical machine learning (Naive Bayes with TF-IDF vectorization) on a large dataset of tweets related to ChatGPT in education.

CATEGORY: DL (Deep Learning)",5.73,,True,2026-08-15T23:53:11
123,mistral:7b,V2.1,abstract,AI,DL,"REASONING: The paper proposes an AI-based decision support approach for the development of upper limb exoskeletons, which primarily utilizes a multilayer perceptron neural network for achieving 100% accuracy. The paper also presents new models for classifying hand dysfunctions, exoskeleton design, and estimating manufacturing costs.

CATEGORY: DL",4.32,,False,2026-08-15T23:53:15
124,mistral:7b,V2.1,abstract,nan,DL,"REASONING: The paper introduces a new language representation model called BERT, which is based on transformers and pre-trained on unlabeled text. It can be fine-tuned for various tasks like question answering and language inference without substantial modifications.

CATEGORY: DL (Deep Learning)",3.41,,False,2026-08-15T23:53:19
125,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper introduces a novel AI framework for fault detection and diagnosis in photovoltaic systems that combines Convolutional Neural Networks (CNNs) with time–frequency analysis via the Wigner–Ville Distribution (WVD). The primary contribution of the paper is the development and application of this CNN-WVD model for PV fault classification.

CATEGORY: DL",5.09,,False,2026-08-15T23:53:24
126,mistral:7b,V2.1,abstract,Unclear,DL,"REASONING: The paper discusses the use of AI and ML, particularly deep learning and convolutional neural networks (CNNs), for early detection, risk assessment, and prevention of Alzheimer's disease. The primary contribution of the paper seems to be the application of these deep learning methods, specifically CNNs, for high-performance AD diagnosis using multimodal MRI and PET data.

CATEGORY: DL",4.84,,False,2026-08-15T23:53:28
127,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper describes the use of multiple machine learning algorithms (Random Forest, Support Vector Machine, Decision Tree, Naive Bayes, and CatBoost) for predicting Iron-deficiency anaemia using hematological parameters. The primary contribution of the paper is the development and comparison of these ML algorithms.

CATEGORY: ML",4.45,,False,2026-08-15T23:53:33
128,mistral:7b,V2.1,abstract,AI,AI,"REASONING: The paper discusses the application of AI in precision immunotherapy, focusing on biomarker discovery, prediction of immune checkpoint inhibitor response and toxicity, neoantigen prioritization, CAR-T cell optimization, and therapeutic antibody engineering. The primary contribution of the paper lies in the application of AI in immunotherapy across oncology and autoimmune medicine.

CATEGORY: AI",4.94,,False,2026-08-15T23:53:38
129,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper proposes a machine learning framework for proactive detection of Android ransomware using network traffic metadata. It employs advanced classifiers like Light Gradient Boosting Machine, eXtreme Gradient Boosting Machine, and Random Forest, and uses explainable AI methods for interpretability. The framework also incorporates online learning to adapt to evolving threat patterns in real-time.

CATEGORY: ML",4.92,,False,2026-08-15T23:53:43
130,mistral:7b,V2.1,abstract,AI,DL,"REASONING: The paper discusses the use of AI, deep learning, and robotic microscopy for parasitology diagnostics, with a focus on improving diagnostic equity in regions affected by parasitic diseases. The primary contribution of the paper seems to be the evaluation of AI-driven diagnostic systems and robotic microscopy platforms for parasitology diagnostics.

CATEGORY: DL (Deep Learning)",4.35,,False,2026-08-15T23:53:47
131,mistral:7b,V2.1,abstract,ML,DL,"REASONING: The paper describes the development and comparison of three hybrid predictive models for self-healing concrete, which are based on artificial neural networks (ANN) and optimized with genetic algorithm (GA), particle swarm optimization (PSO), and the Levenberg–Marquardt (LM) algorithm. The primary contribution of the paper is the development and comparison of these hybrid models.

CATEGORY: DL (Deep Learning)",4.72,,False,2026-08-15T23:53:52
132,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper describes the use of a VR-haptic simulator in dental education and the application of four machine learning methods (Naive Bayes, decision tree, random forest, and support vector machines) to predict faculty-assigned grades. The primary contribution of the paper lies in the use of machine learning to predict grades, specifically the finding that the random forest method performs best.

CATEGORY: ML",4.76,,False,2026-08-15T23:53:57
133,mistral:7b,V2.1,abstract,AI,ML,"REASONING: The paper discusses the application of AI in enhancing PPE training, with the primary focus on computer vision and machine learning techniques for real-time feedback, virtual simulation, and compliance monitoring.

CATEGORY: ML",2.98,,False,2026-08-15T23:54:00
134,mistral:7b,V2.1,abstract,AI,ML,"REASONING: The paper primarily focuses on the application of machine learning and deep learning in orthopedics, with a specific emphasis on the use of machine learning for structured perioperative risk prediction, deep learning for standardized musculoskeletal imaging, and large language models for workflow and decision support.

CATEGORY: ML (Classical Machine Learning)",4.21,,False,2026-08-15T23:54:04
135,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper uses machine learning techniques (LASSO regression, SHAP analysis, XGBoost, LightGBM, CatBoost) to identify psychological predictors of intention to use antimicrobials appropriately among clinicians. The primary contribution of the paper is the integration of behavioral theory with explainable machine learning.

CATEGORY: ML",4.16,,False,2026-08-15T23:54:08
136,mistral:7b,V2.1,abstract,Unclear,ML,"REASONING: The paper discusses the application of AI, specifically machine learning (ML) and deep learning (DL), in optimizing the design of nanobiological materials for stem cell therapy, targeted delivery, differentiation, drug release, post-transplant tracking, and prognosis management. The primary contribution of the paper lies in proposing a systematic framework for integrating AI across the entire nano-enhanced stem cell therapy.

CATEGORY: ML",5.01,,False,2026-08-15T23:54:13
137,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper employs machine learning models, specifically XGBoost and LightGBM algorithms, for predicting three-year survival after diagnosis for various cancer types. The primary contribution of the paper is the demonstration of cross-prediction using a combined dataset of oral cavity, esophageal, and stomach cancers.

CATEGORY: ML",4.1,,False,2026-08-15T23:54:17
138,mistral:7b,V2.1,abstract,ML,ML,"REASONING: The paper primarily focuses on the application of multiple machine learning algorithms (KNN, SVC, RFC, and XGBoost) to a predictive maintenance dataset, with XGBoost being the model that substantially outperforms the others. The paper's contribution lies in the comparative analysis and the application of these models to the specific domain of predictive maintenance.

CATEGORY: ML",4.71,,False,2026-08-15T23:54:22
