paper_id,model_version,prompt_version,input_source,predicted_label,raw_output,elapsed_sec,error,is_fewshot_example,run_timestamp
140,mistral:7b,V2.1,abstract,DL,"REASONING: This work focuses on the application of large language models (LLMs) to automate data analysis in the field of medical device regulatory science, specifically for extracting attributes from complex, unstructured regulatory documents. The primary contribution lies in demonstrating the effectiveness of LLMs in achieving high accuracy rates for this specific task.

CATEGORY: DL (Deep Learning) - The work utilizes large language models, which are a type of deep learning model, as the core method for automating data analysis.",4.79,,False,2026-08-09T10:58:55
141,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the application of Automated Machine Learning (AutoML) in oral healthcare, which is a method used to automate key stages of model development in AI. It also mentions the use of various data modalities such as radiographic images, clinical records, and omics data, and neural network-based methods are implied through the use of AutoML.

CATEGORY: ML",3.99,,False,2026-08-09T10:58:59
142,mistral:7b,V2.1,abstract,ML,"REASONING: The paper presents a machine learning-based framework for predicting residual flexural strength (RFS) of FR-UHPC after exposure to elevated temperatures. It benchmarks nine state-of-the-art algorithms, including the novel hybrid AegisFusion architecture, which is a dual-track neural/tree fusion with MetaSwarm tuning and Bayesian calibration. The primary contribution lies in the development and validation of this new machine learning model, AegisFusion.

CATEGORY: ML",5.06,,False,2026-08-09T10:59:04
143,mistral:7b,V2.1,abstract,DL,"REASONING: The paper describes a technique called Dropout for addressing overfitting in deep neural networks, which is a specific type of regularization method. The primary contribution of the paper is introducing Dropout and demonstrating its effectiveness across various supervised learning tasks.

CATEGORY: DL",2.85,,False,2026-08-09T10:59:07
144,mistral:7b,V2.1,abstract,DL,"REASONING: This paper proposes a hybrid framework that integrates federated learning with ensemble-based machine learning models and explainable AI techniques for sepsis mortality prediction. The primary contribution lies in the development of this hybrid framework, which employs various ML models (Random Forest, LightGBM, XGBoost, K-Nearest Neighbors, and Logistic Regression) and uses explainability methods (SHAP, LIME, PDP) to enhance model interpretability.

CATEGORY: DL (Deep Learning) - Although the paper does not explicitly focus on neural network architectures like CNNs, RNNs, or transformers, it primarily contributes to the development of an ensemble-based machine learning model, which is a subset of deep learning.",6.99,,False,2026-08-09T10:59:14
145,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the application of artificial intelligence, specifically machine learning and deep learning, in improving diagnostic accuracy and outcome prediction for acute ischemic stroke (AIS). It focuses on AI-assisted approaches in lesion segmentation and functional outcome forecasting, using multimodal data.

CATEGORY: ML",3.4,,False,2026-08-09T10:59:17
146,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes the use of various machine learning models (Logistic Regression, Random Forest, XGBoost, Neural Networks) and advanced statistical methods (Structural Equation Modelling, sentiment analysis, TF-IDF text vectorization) for predicting consumer purchase intentions in e-commerce. It also compares different sentiment analysis models (VADER and a transformer-based model). The primary contribution of the paper seems to be the hybrid SEM-ML framework that combines Structural Equation Modelling with machine learning models.

CATEGORY: ML",5.49,,False,2026-08-09T10:59:23
147,mistral:7b,V2.1,abstract,DL,"REASONING: The paper proposes a novel computational framework that integrates Graph Convolutional Networks, Variational Autoencoders, and Uncertainty Aware Adaptive Multi-Objective Optimization-based Reinforcement Learning (UAAMOO-RL) for drug discovery. The primary contribution of the paper is the development and application of this hybrid framework.

CATEGORY: DL",4.09,,False,2026-08-09T10:59:27
148,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes a method for generating multiple versions of a predictor using bootstrap replicates and averaging or voting to get an aggregated predictor. This method is applied to classification and regression trees and linear regression, demonstrating improvements in accuracy due to the instability of the prediction method.

CATEGORY: ML",3.26,,False,2026-08-09T10:59:30
149,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the application of multimodal AI systems in diagnosing and predicting outcomes for various retinal diseases. These AI systems integrate diverse imaging modalities and clinical data, which suggests the use of machine learning techniques. However, the primary contribution lies in the development and evaluation of these multimodal AI systems.

CATEGORY: ML",3.82,,False,2026-08-09T10:59:34
150,mistral:7b,V2.1,abstract,ML,"REASONING: This study develops a data-driven Bayesian Network framework using Tree-Augmented Naive Bayes (TAN) structure to analyze and predict ship collision accidents on a global scale. It primarily focuses on investigating accident related, environmental, ship related, and bridge operator related risk influencing factors (RIFs).

CATEGORY: ML",3.55,,False,2026-08-09T10:59:37
151,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses various applications of machine learning (ML) and deep learning (DL), including Geo-Intelligent Wildfire Risk Prediction, Industrial HVAC Energy Optimization, Community Health Worker Interventions, Semi-Supervised Object Detection, Nursing Education, Healthcare Privacy preservation, Alzheimer’s Disease Detection, Sentiment Dynamics, Cybersecurity, Insider Threat prediction, Country-Level ESG Modeling, Risk-Adjusted Portfolio Optimization, Credit Card Fraud detection, Fake Instagram Account detection, Sentiment Polarity Study on Microwave Oven Reviews, Text Mining and Unsupervised Clustering in Education, Facial Emotion Recognition, Latent Space Visualization of Point Cloud Autoencoder, Analyzing Overlapping Communities in Heterogeneous Information Networks, and Blockchain Network modeling. However, the primary contribution seems to be in the application of ML and DL techniques across various domains.

CATEGORY: ML (Classical Machine Learning)",9.64,,False,2026-08-09T10:59:47
152,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes a diagnostic model that uses portable GC-MS and AI (specifically machine learning algorithms) to analyze breath samples for the purpose of identifying novel biomarkers for early-stage viral respiratory infections. The primary contribution of the paper is the development and application of this AI-based diagnostic model.

CATEGORY: ML",3.74,,False,2026-08-09T10:59:51
153,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the use of AI and ML techniques for creating a more flexible framework to detect insider threats, with a focus on Explainable AI (XAI) methods, hybrid models combining anomaly detection and behavioral analytics, and specific supervised and unsupervised techniques like auto-encoders and Isolation Forests classifiers. The primary contribution of the paper is the proposed hybrid model that uses these techniques.

CATEGORY: ML",4.29,,False,2026-08-09T10:59:55
154,mistral:7b,V2.1,abstract,ML,"REASONING: The paper primarily focuses on machine learning-driven wildfire prediction, risk assessment, and behavior modeling. It also discusses technological and algorithmic advancements for wildfire detection and monitoring, which can be considered a part of the machine learning category as well. However, the primary contribution lies in the application of machine learning techniques to wildfire management.

CATEGORY: ML",3.53,,False,2026-08-09T10:59:59
155,mistral:7b,V2.1,abstract,AI,"REASONING: This paper proposes an AI-enriched digital Educational Framework (AIEDF) based on a Holistic Digital Literacy Framework (HDLF), which synthesizes competencies from existing frameworks and investigates essential AI competencies for middle-school students. The primary contribution of the paper is the development of the AIEDF, which aligns with Bloom's taxonomy and progresses from fundamental AI understanding to more advanced tasks.

CATEGORY: AI",4.6,,False,2026-08-09T11:00:03
156,mistral:7b,V2.1,missing,NO_INPUT,,0.0,no abstract available,False,2026-08-09T11:00:03
157,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the use of various data harmonization and preprocessing techniques across neuroimaging, electrophysiological, and genomic modalities, and classifies fusion strategies into different paradigms. It also investigates the adoption of explainable AI (XAI) techniques. The primary contribution of the paper is the comprehensive synthesis of recent advances in AI-driven multimodal fusion approaches for Alzheimer's Disease prediction.

CATEGORY: ML",4.63,,False,2026-08-09T11:00:08
158,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the use of artificial intelligence (AI) and machine learning (ML) for optimizing resource efficiency and nutrient recovery in microalgae production systems, which is the primary contribution of the paper.

CATEGORY: ML",2.96,,False,2026-08-09T11:00:11
159,mistral:7b,V2.1,abstract,ML,"REASONING: The paper presents an AI-enabled smart farming framework that integrates Machine Learning (ML) and IoT technologies to optimize date palm cultivation. Four ML algorithms are developed and optimized, with the Random Forest model achieving the highest classification accuracy.

CATEGORY: ML",2.97,,False,2026-08-09T11:00:14
160,mistral:7b,V2.1,abstract,DL,"REASONING: The paper introduces a hybrid framework for detecting synthetic Spanish text using a tri-layer feature fusion strategy, which includes structural stylometry (symbolic layer), probabilistic surprisal via perplexity (statistical layer), and topical-aware semantic contrast (contextual layer). The primary contribution lies in the multi-model stacking ensemble that combines diverse learning architectures to maximize classification robustness.

CATEGORY: DL (Deep Learning)",4.53,,False,2026-08-09T11:00:18
161,mistral:7b,V2.1,abstract,DL,"REASONING: The paper discusses the application of AI and ML frameworks, including surrogate models, prognostic health management, adaptive control strategies, and physics-informed neural networks (PINNs), for optimizing electrochemical devices like electrolyzers and fuel cells in a hydrogen economy. The primary contribution lies in the use of PINNs, which incorporate physical laws to enhance model robustness and data efficiency.

CATEGORY: DL (Physics-informed neural networks are a type of deep learning architecture)",4.94,,False,2026-08-09T11:00:23
162,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes a hybrid approach combining computational fluid dynamics (CFD), artificial intelligence (AI), and bio-inspired riblets with active plasma control for aerodynamic performance enhancement. The primary contribution lies in the development of machine learning algorithms using artificial neural networks and support vector machine regressions to facilitate model prediction and simulation.

CATEGORY: ML",3.64,,False,2026-08-09T11:00:27
163,mistral:7b,V2.1,abstract,ML,"REASONING: This paper discusses the application of machine learning (ML) in functional materials design, focusing on three levels: macroscopic compositional design, microscopic electronic and structural responses, and dynamic or time-dependent processes. It emphasizes the use of ML as a practical tool for guiding exploration within complex design spaces, rather than as a stand-alone predictor. The paper also mentions various methodological choices and practical tools, such as data-driven screening and optimization, physics-aware surrogates, and pathway-based or sequential learning.

CATEGORY: ML",5.34,,False,2026-08-09T11:00:32
164,mistral:7b,V2.1,abstract,DL,"REASONING: The paper proposes a method using a convolutional neural network (CNN) for predicting traffic noise levels, which significantly improves prediction performance and inference speed compared to existing machine learning models.

CATEGORY: DL",2.35,,False,2026-08-09T11:00:35
165,mistral:7b,V2.1,abstract,ML,"REASONING: This paper proposes an approach for diagnosing dementia based on machine learning and graph analysis, with a focus on evaluating ten machine learning models, feature ranking, and validation using graphical analysis. The primary contribution lies in the comprehensive evaluation of ML models and the use of these techniques to improve diagnostic accuracy for dementia.

CATEGORY: ML",3.57,,False,2026-08-09T11:00:38
166,mistral:7b,V2.1,abstract,ML,"REASONING: This paper describes the development of an ML-based screening model for assessing the risk of depression among elderly people using various supervised machine learning models and feature selection techniques. The primary contribution lies in the creation of this model, which makes it a machine learning (ML) problem.

CATEGORY: ML",3.5,,False,2026-08-09T11:00:42
167,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the application of AI technologies in plastic and reconstructive surgery, focusing on machine learning algorithms for automated image analysis, AI-driven virtual assistants for patient education and preoperative communication, and large language models integrated into clinical decision making and medical education. The primary contribution of the paper lies in its exploration of the current practice and future potential of AI in this specific field.

CATEGORY: ML",4.03,,False,2026-08-09T11:00:46
168,mistral:7b,V2.1,abstract,ML,"REASONING: This paper employs the double machine learning (DML) method with random forest regression as the DML learner to investigate the relationship between government-level AI policies and corporate supply chain resilience, revealing the mechanisms behind this relationship.

CATEGORY: ML",2.97,,False,2026-08-09T11:00:49
169,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the integration of AI with wastewater-based epidemiology (WBE) for real-time disease detection, focusing on AI-driven models that support pattern recognition, predict temporal trends, and detect anomalies from wastewater data. It also mentions spatial analytics as a complementary method. The primary contribution of the paper lies in the application of AI to WBE for disease detection and monitoring.

CATEGORY: ML (Machine Learning)",4.44,,False,2026-08-09T11:00:53
170,mistral:7b,V2.1,abstract,DL,"REASONING: The paper introduces a transformers-based architecture, RoBERTa-Large, for clickbait headline detection in digital news analysis. It employs advanced word embeddings and sentence embeddings, and uses XAI methods for explainability. The primary contribution of the paper lies in the application of RoBERTa-Large, a deep learning model.

CATEGORY: DL",3.87,,False,2026-08-09T11:00:57
171,mistral:7b,V2.1,abstract,ML,"REASONING: This study focuses on understanding how AI and ML are being incorporated into sustainable development strategies, using bibliometric analysis of SCOPUS data. The primary contribution lies in mapping knowledge trends and research patterns related to the application of AI and ML in various sustainability-related fields such as energy management, environmental monitoring, climate change mitigation, precision agriculture, and water resource management.

CATEGORY: ML",4.05,,False,2026-08-09T11:01:01
172,mistral:7b,V2.1,abstract,ML,"REASONING: The paper presents a machine learning approach for early diagnosis of Alzheimer's disease using multimodal data and extensive feature engineering. It also compares several machine learning models, including Deep Neural Networks, and uses Shapley Additive Explanations for model interpretability. However, the primary contribution lies in the proposed interpretable machine learning architecture, making it a machine learning (ML) paper. The deep neural networks are used as one of the compared models but not as the primary contribution.

CATEGORY: ML",5.23,,False,2026-08-09T11:01:06
173,mistral:7b,V2.1,abstract,DL,"REASONING: The paper discusses Federated Learning (FL) and Explainable Artificial Intelligence (XAI), focusing on their intersection to create the Federated Explainable Artificial Intelligence (FedXAI) paradigm. It also provides a taxonomy for categorizing FedXAI methods, reviews various approaches, and identifies open challenges. The primary contribution of the paper is the development and exploration of FedXAI, making it a Deep Learning (DL) category as it involves neural network-based federated learning.

CATEGORY: DL",5.38,,False,2026-08-09T11:01:12
174,mistral:7b,V2.1,abstract,ML,"REASONING: The paper presents a machine learning framework for predicting antenatal care uptake among women in Ghana, using multiple imputation, categorical encoding, SMOTE, and several supervised learning models (logistic regression, random forest, XGBoost, support vector machine). It also integrates explainability, bias mitigation, causal inference, and fairness auditing.

CATEGORY: ML",5.01,,False,2026-08-09T11:01:17
175,mistral:7b,V2.1,abstract,ML,"REASONING: The paper introduces a new machine learning method called graph atomic cluster expansion (GRACE), which is used to train interatomic potentials for modeling materials. It also discusses techniques like fine-tuning and knowledge distillation to adapt these models for specialized tasks.

CATEGORY: ML",3.02,,False,2026-08-09T11:01:20
176,mistral:7b,V2.1,abstract,DL,"REASONING: The paper describes a two-stage system that uses Real-Time Detection Transformer (RT-DETR) for landmark localization and supervised machine learning classifiers for binary screening of strabismus versus orthotropia. It also mentions the use of biometric ratios derived from coordinates, Synthetic Minority Oversampling Technique (SMOTE), and 4-fold cross-validation.

CATEGORY: DL (Deep Learning)",4.58,,False,2026-08-09T11:01:24
177,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes the use of machine learning models (SVM, KNN, RUSBoost) to predict recurrent ischemic stroke using real-world data from the Malaysian National Neurology Registry. The Synthetic Minority Over-Sampling Technique (SMOTE) was applied to handle imbalanced data and ten-fold cross-validation was used for model evaluation.

CATEGORY: ML",4.56,,False,2026-08-09T11:01:29
178,mistral:7b,V2.1,abstract,ML,"REASONING: The paper employs functional near-infrared spectroscopy (fNIRS) to collect cortical activity associated with hand movements and uses multiple machine learning algorithms, including Random Forest, Decision Tree, k-Nearest Neighbors, Logistic Regression, Support Vector Machines, Gaussian Naive Bayes, Neural Networks, Gradient Boosting, and AdaBoost, for predicting hand movements. The primary contribution of the paper is the comparison of these machine learning algorithms in predicting hand movements using fNIRS signals.

CATEGORY: ML",5.78,,False,2026-08-09T11:01:35
179,mistral:7b,V2.1,abstract,DL,"REASONING: This paper presents a Quantum-Inspired Algorithm (QIA) for sustainable machine learning, which optimizes hyperparameters, model compression, and scheduling in a single framework using tunnelling-based search and amplitude reweighting. The algorithm reduces training energy consumption by 20–30% compared to several baseline optimisation methods while keeping accuracy losses under 1.5%.

CATEGORY: DL (Deep Learning) - Although the paper's primary contribution is not a specific neural network architecture, it focuses on optimizing deep learning models for energy efficiency and sustainability, which falls under the category of Deep Learning.",5.93,,False,2026-08-09T11:01:41
180,mistral:7b,V2.1,abstract,DL,"REASONING: The paper primarily focuses on the application and comparison of various machine learning models, particularly deep learning models like LSTM-DDQN, CNN-BiGRU, and transformer-based frameworks, for electric vehicle design, battery systems, and charging infrastructure.

CATEGORY: DL",3.33,,False,2026-08-09T11:01:44
181,mistral:7b,V2.1,abstract,DL,"REASONING: The paper proposes a system that uses deep learning techniques for gesture recognition to aid communication for the deaf community. It employs image pre-processing, Inception-enhanced vision transformer (IEViT) model for feature extraction, and stacked sparse denoising autoencoder (SSDAE) for classification. The primary contribution of the paper is the development of the Assistive Communication System Using Deep Sparse Autoencoder with Feature Learning (ACS-DSAEFL).

CATEGORY: DL",5.15,,False,2026-08-09T11:01:49
182,mistral:7b,V2.1,abstract,DL,"REASONING: The paper describes the development of FungiGuard, a tool that uses Random Forest, Long Short-Term Memory (LSTM), and attention mechanisms, which are all neural network architectures. The primary contribution of the paper is the creation of FungiGuard, making it a deep learning (DL) method.

CATEGORY: DL",3.48,,False,2026-08-09T11:01:53
183,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses an estimation procedure based on adding small positive quantities to the diagonal of X'X, which is a method used in ridge regression, a technique within classical machine learning.

CATEGORY: ML",2.22,,False,2026-08-09T11:01:55
184,mistral:7b,V2.1,abstract,DL,"REASONING: The paper presents a framework called PLGDL that uses Protein Language and Geometric Deep Learning models for protective antigen prediction in vaccine development. It leverages both primary sequence features and three-dimensional structural features of protein antigens, and the integrated model exhibits robustness across various pathogens.

CATEGORY: DL (Geometric Deep Learning models are a subset of deep learning)",3.7,,False,2026-08-09T11:01:58
185,mistral:7b,V2.1,abstract,ML,"REASONING: This paper discusses the application of AI and ML technologies in renal cancer research, focusing on bibliometric analysis using specific tools like VOSviewer, CiteSpace, and bibliometrix. The primary contribution lies in the systematic literature search and subsequent bibliometric analysis to visualize patterns in co-authorship, institutional collaborations, citations, keyword co-occurrences, and emerging research trends.

CATEGORY: ML (Machine Learning)",4.43,,False,2026-08-09T11:02:03
186,mistral:7b,V2.1,abstract,DL,"REASONING: The paper primarily focuses on the application of deep learning techniques, specifically transformer-based sequence models, graph neural networks, and multimodal architectures, for improving microbial classification accuracy, ARG detection, and resistance prediction in the field of microbiology. It also discusses explainable AI (XAI) techniques to increase transparency and clinical explainability.

CATEGORY: DL",4.13,,False,2026-08-09T11:02:07
187,mistral:7b,V2.1,abstract,ML,"REASONING: This paper presents a machine learning model (NVUPreM) for predicting 30-day NVUGIB mortality, using data from two databases for development and validation. The model is developed using machine learning algorithms, with predictors selected via least absolute shrinkage and selection operator regression to minimize multicollinearity.

CATEGORY: ML",4.25,,False,2026-08-09T11:02:11
188,mistral:7b,V2.1,abstract,DL,"REASONING: This paper discusses Quantum Machine Learning (QML), which is a subset of machine learning that leverages quantum computing. It compares QML with classical ML, analyzing their foundations, complexity, and applications across various domains. The primary contribution of the paper is a comparative review of QML and classical ML.

CATEGORY: DL, ML (since it covers both neural networks and other machine learning methods)",4.11,,False,2026-08-09T11:02:15
189,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the use of AI for predicting and preventing ACL injuries, focusing on machine learning (ML) and deep learning (DL) techniques. The primary contribution lies in evaluating AI applications in this specific context.

CATEGORY: ML (as the paper's primary contribution is machine learning, even though it also discusses deep learning)",3.74,,False,2026-08-09T11:02:19
190,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes the use of machine learning models (Extreme Gradient Boosting, Logistic Regression, and Support Vector Machine) to classify bladder cancer cases from benign controls, using clinical data, cytokine levels, and environmental factors. The primary contribution of the paper is the development and comparison of these machine learning models.

CATEGORY: ML",3.96,,False,2026-08-09T11:02:23
191,mistral:7b,V2.1,abstract,DL,"REASONING: The paper describes the use of classical machine learning models (Random Forest, Decision Tree, Gradient Boosting Machine, Linear Discriminant Analysis, Support Vector Machine), a Deep Learning tool, and a pre-trained large language model (GPT-5) for diagnosing bronchiolitis from electronic health records. The primary contribution of the paper is the comparison of these various models' performance in diagnosing bronchiolitis.

CATEGORY: DL (Deep Learning) - Although the primary focus is on comparing multiple models, the deep learning tool and the pre-trained large language model are key components of the study, and the paper's core method is a neural network (GPT-5).",6.97,,False,2026-08-09T11:02:30
192,mistral:7b,V2.1,abstract,DL,"REASONING: This paper presents a brain-inspired reinforcement learning approach using a spiking neural network-based computing architecture, which is implemented using an α-In2Se3 ferroelectric semiconductor field-effect transistor. The primary contribution lies in the efficient mimicking of complex reinforcement learning dynamics and the implementation of biological eligibility trace decay using the intrinsic properties of α-In2Se3.

CATEGORY: DL (Deep Learning)

The paper's core method is a neural network, specifically a spiking neural network, which falls under the category of deep learning despite being biologically inspired and used for reinforcement learning. The primary focus of the paper is on the development and implementation of this neural network architecture, making it more appropriate to classify as DL rather than ML or AI.",7.47,,False,2026-08-09T11:02:38
193,mistral:7b,V2.1,abstract,DL,"REASONING: The paper primarily focuses on the application of artificial intelligence (AI), specifically machine learning (ML) and deep learning (DL) models, in oncological drug development. It discusses various AI applications such as predicting protein structures, ranking disease-relevant genes, assessing target drugability, rapid searches of multiplexed chemical libraries, predicting drug-target interactions, optimizing the pharmacological and physicochemical properties of drugs in virtual screening, and de novo drug design.

CATEGORY: DL (Deep Learning)",5.1,,False,2026-08-09T11:02:43
194,mistral:7b,V2.1,abstract,DL,"REASONING: The paper presents a study on detecting depression-related texts in social media comments using deep learning models (XLNET, DistilBERT, ALBERT) and traditional machine learning models. It also discusses text summarization to enhance the efficiency of the models and task-incremental learning capability of the developed transformer models in a continual learning setting. The primary contribution of the paper is the comparison of deep learning models (XLNET, DistilBERT, ALBERT) with traditional machine learning models for detecting depression-related texts.

CATEGORY: DL",5.41,,False,2026-08-09T11:02:48
195,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes the development and validation of a supervised AI/ML algorithm for automated, rapid, objective quantification of fibrosis content and spatial distribution in histology slides.
CATEGORY: ML",2.61,,False,2026-08-09T11:02:51
196,mistral:7b,V2.1,abstract,ML,"REASONING: This paper presents an evaluation of various machine learning (ML) techniques for predicting ACL injuries in sports medicine, using eight distinct ML models and four datasets. The primary contribution lies in the application of these ML models to predict ACL injuries based on early dynamic measurements and force metrics.

CATEGORY: ML",3.5,,False,2026-08-09T11:02:54
197,mistral:7b,V2.1,abstract,ML,"REASONING: The paper introduces an innovative methodology that integrates remote sensing data and machine learning to assess risks to heritage sites, with a primary focus on using machine learning models for risk assessment.

CATEGORY: ML",2.67,,False,2026-08-09T11:02:57
198,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the application of artificial intelligence (AI) and machine learning in various aspects of HLA research, including antigen processing, T-cell recognition, HLA imputation from SNP arrays and low-coverage whole-genome sequencing, AI-enabled transplant decision support, and integration with emerging biology. The primary contribution of the paper lies in its application of AI and machine learning to HLA research.

CATEGORY: ML (Machine Learning)",4.83,,False,2026-08-09T11:03:02
199,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes the use of artificial intelligence (AI) for drug-induced nephrotoxicity prediction, with a primary focus on constructing a supervised machine learning (ML) model and developing an XAI platform called ""KidneyTox_v1.0"". It also mentions the use of SHAP-based waterfall plots for interpretability.

CATEGORY: ML",4.12,,False,2026-08-09T11:03:06
200,mistral:7b,V2.1,abstract,DL,"REASONING: The paper discusses the role of Artificial Intelligence (AI) in Carbon Capture and Utilization (CCU) technologies, focusing on AI techniques such as machine learning, deep learning, and optimization algorithms. These techniques are applied to process optimization, performance forecasting, and emissions prediction across various CCU systems. The primary contribution of the paper lies in the application of these AI techniques to CCU systems.

CATEGORY: DL (Deep Learning)",4.35,,False,2026-08-09T11:03:10
201,mistral:7b,V2.1,missing,NO_INPUT,,0.0,no abstract available,False,2026-08-09T11:03:10
202,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes the development of a novel hybrid stacking ensemble model using Random Forest (RF), Extreme Gradient Boosting (XGBoost), and Artificial Neural Network (ANN) for predicting the flexural strength of aluminum fiber reinforced concrete. The primary contribution lies in the creation and validation of this hybrid model.

CATEGORY: ML",3.73,,False,2026-08-09T11:03:14
203,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes the use of various machine learning algorithms (MLAs) for predicting Tuberculous pericardial effusion among patients with pericardial effusion. The primary contribution of the paper is the evaluation of these MLAs, with the random tree model demonstrating the highest accuracy and area under the curve.

CATEGORY: ML",3.64,,False,2026-08-09T11:03:18
204,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the application of AI and ML technologies in the field of telesurgery, with a focus on bibliometric analysis and knowledge mapping of global research on this topic. The primary contribution of the paper lies in the comprehensive analysis of the global research landscape of AI and ML-enabled telesurgery.

CATEGORY: ML",3.82,,False,2026-08-09T11:03:21
205,mistral:7b,V2.1,abstract,ML,"REASONING: The paper introduces a new machine learning approach called Support-Vector Networks (SVM) for two-group classification problems, which involves non-linearly mapping input vectors to a high-dimensional feature space and constructing a linear decision surface in this space. The SVM is extended to handle non-separable training data using polynomial input transformations.

CATEGORY: ML",3.69,,False,2026-08-09T11:03:25
206,mistral:7b,V2.1,abstract,DL,"REASONING: The paper focuses on using a convolutional neural network (CNN) to detect biological sex from EEG signals, and evaluates its performance across multiple datasets. The primary contribution of the paper is the use of a CNN for this specific task.

CATEGORY: DL",2.88,,False,2026-08-09T11:03:28
207,mistral:7b,V2.1,abstract,ML,"REASONING: The paper primarily focuses on the application of Artificial Intelligence (AI) techniques, specifically Machine Learning (ML), Deep Learning (DL), Natural Language Processing (NLP), Generative AI (GenAI), Large Language Models (LLMs), and Explainable AI (XAI) in suicide prevention. However, the primary contribution lies in the comprehensive review of AI applications in this field, with a focus on NLP and DL approaches.

CATEGORY: ML (as the paper's primary contribution is a review of various AI techniques, but the focus is mainly on ML methods)",5.52,,False,2026-08-09T11:03:33
208,mistral:7b,V2.1,abstract,ML,"REASONING: The paper primarily focuses on the application of machine learning models, specifically deep adversarial gaussian multilayer perceptron and firefly swarm binary grasshopper optimization, for disaster management-based healthcare systems.

CATEGORY: ML",2.88,,False,2026-08-09T11:03:36
209,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes the use of machine learning techniques, specifically multivariate imputation, multicollinearity diagnostics, benchmarking of linear, tree-based, boosting, and neural-network models, SHAP, and partial dependence analysis, to develop a predictive tool for hydrogen wettability in various geological conditions. The primary contribution lies in the implementation of these machine learning methods, with the optimized CatBoost model being the most significant.

CATEGORY: ML",4.91,,False,2026-08-09T11:03:41
210,mistral:7b,V2.1,abstract,ML,"REASONING: The paper primarily focuses on comparing various machine learning and deep learning algorithms for classifying pulmonary diseases using spirometry features. Among the techniques applied, tree-based models (XGBoost, random forest) and deep learning models (deep neural networks, convolutional neural networks) are the most significant contributors to the study's findings.

CATEGORY: ML",3.92,,False,2026-08-09T11:03:45
211,mistral:7b,V2.1,abstract,DL,"REASONING: The paper discusses the phenomenon of benign overfitting in deep neural networks and presents a characterization for linear regression problems where the minimum norm interpolating prediction rule has near-optimal prediction accuracy. It also highlights the importance of overparameterization for benign overfitting and compares the accuracy of the minimum norm interpolating prediction rule in finite-dimensional data vs. infinite-dimensional data. The primary contribution lies in the characterization of linear regression problems and its implications on overfitting, making it a deep learning (DL) problem.

CATEGORY: DL",5.52,,False,2026-08-09T11:03:51
212,mistral:7b,V2.1,abstract,ML,"REASONING: The paper primarily focuses on developing and testing an Extreme Gradient Boosting (XGBoost) model for detecting dental caries using questionnaire data. It uses cross-validation nested resampling, beeswarm plots for interpretability, and compares the performance of the model on internal and external datasets.

CATEGORY: ML",3.73,,False,2026-08-09T11:03:54
213,mistral:7b,V2.1,abstract,ML,"REASONING: The paper describes the development of a scalable end-to-end tree boosting system called XGBoost, which is primarily based on tree boosting machine learning method. It also introduces novel algorithms for sparse data and approximate tree learning, and focuses on building a scalable tree boosting system by optimizing cache access patterns, data compression, and sharding.

CATEGORY: ML",3.81,,False,2026-08-09T11:03:58
214,mistral:7b,V2.1,abstract,ML,"REASONING: The paper discusses the use of Explainable Artificial Intelligence (XAI) techniques in conjunction with deep learning and machine learning methods for analyzing Electroencephalography (EEG) data to identify biomarkers for mood disorders such as major depressive disorder, bipolar disorder, and anxiety disorders. The primary contribution lies in the systematic review of EEG-based biomarkers informed by XAI techniques.

CATEGORY: ML",4.93,,False,2026-08-09T11:04:03
215,mistral:7b,V2.1,abstract,DL,"REASONING: The paper discusses the application of artificial intelligence (AI) in CRISPR-based genetic screening, specifically focusing on machine learning (ML) and deep learning (DL) methods for optimizing experimental design, and large language model–agent (LLM–agent) systems for externalizing scientific reasoning. The primary contribution of the paper lies in the use of ML/DL methods for improving CRISPR screening.

CATEGORY: DL (Deep Learning)",4.46,,False,2026-08-09T11:04:08
